p_hat,k,N,native_class_active,canonical_class_active,quotient_credit_class_active,representation_divergence_from_canonical,retired_focal_ids,active_focal_ids,future_focal_sampling_probability,attempts_by_id
0.5,3,5,True,True,True,False,0,3,0.7778386262465818,2;2;1
0.5,3,6,True,True,True,False,0,3,0.7805863488750904,2;2;2
0.5,3,7,True,True,True,False,0,3,0.7815134608731529,3;2;2
0.5,3,8,True,True,True,False,0,3,0.7824327709861282,3;3;2
0.5,3,9,True,True,True,False,0,3,0.7833443772836698,3;3;3
0.5,3,10,True,True,True,False,0,3,0.7833298891907596,4;3;3
0.5,3,11,True,True,True,False,0,3,0.7833153991600381,4;4;3
0.5,3,12,True,True,True,False,0,3,0.7833009071911163,4;4;4
0.5,3,13,True,True,True,False,0,3,0.7827922933819884,5;4;4
0.5,3,14,True,True,True,False,0,3,0.7822812864239298,5;5;4
0.5,3,15,True,True,True,False,0,3,0.7817678693866073,5;5;5
0.5,3,16,True,True,True,False,0,3,0.7809936517408825,6;5;5
0.5,3,17,True,True,True,False,0,3,0.7802139211850524,6;6;5
0.5,3,18,True,True,True,False,0,3,0.7794286186257142,6;6;6
0.5,3,19,True,True,True,False,0,3,0.7785178837835734,7;6;6
0.5,3,20,True,True,True,False,0,3,0.7775995969473383,7;7;6
0.5,3,21,True,True,True,False,0,3,0.7766736637919768,7;7;7
0.5,3,22,True,True,True,False,0,3,0.775704339901864,8;7;7
0.5,3,23,True,True,True,False,0,3,0.7747265648386211,8;8;7
0.5,3,24,True,True,True,False,0,3,0.7737402275943943,8;8;8
0.5,3,25,True,True,True,False,0,3,0.7727612990729019,9;8;8
0.5,3,26,True,True,True,False,0,3,0.771773862939012,9;9;8
0.5,3,27,True,True,True,False,0,3,0.770777807802533,9;9;9
0.5,3,28,True,True,True,False,0,3,0.7698206281702499,10;9;9
0.5,3,29,True,True,True,False,0,3,0.7688554210891856,10;10;9
0.5,3,30,True,True,True,False,0,3,0.767882085150026,10;10;10
0.5,3,31,True,True,True,False,0,3,0.7669666410087015,11;10;10
0.5,3,32,True,True,True,False,0,3,0.7660439474813879,11;11;10
0.5,3,33,True,True,True,False,0,3,0.7651139181141324,11;11;11
0.5,3,34,True,True,True,False,0,3,0.7642525551519338,12;11;11
0.5,3,35,True,True,True,False,0,3,0.7633848514394412,12;12;11
0.5,3,36,True,True,True,False,0,3,0.762510736703767,12;12;12
0.5,3,37,True,True,True,False,0,3,0.7612097398869601,13;12;12
0.5,3,38,True,True,True,False,0,3,0.7598944104977302,13;13;12
0.5,3,39,True,True,True,False,0,3,0.7585645103797343,13;13;13
0.5,3,40,True,True,True,False,0,3,0.7573785803023461,14;13;13
0.5,3,41,True,True,True,False,0,3,0.7561809421481469,14;14;13
0.5,3,42,True,True,True,False,0,3,0.7549714216753192,14;14;14
0.5,3,43,True,True,True,False,0,3,0.7538940118151726,15;14;14
0.5,3,44,True,True,True,False,0,3,0.7528070851979303,15;15;14
0.5,3,45,True,True,True,False,0,3,0.7517105151720183,15;15;15
0.5,3,46,True,True,True,False,0,3,0.7507346824042114,16;15;15
0.5,3,47,True,True,True,False,0,3,0.749751148892165,16;16;15
0.5,3,48,True,True,True,False,0,3,0.7487598231196201,16;16;16
0.5,4,0,True,True,True,False,0,4,0.8,0;0;0;0
0.5,4,1,True,True,True,False,0,4,0.8050491544387852,1;0;0;0
0.5,4,2,True,True,True,False,0,4,0.8098496469348623,1;1;0;0
0.5,4,3,True,True,True,False,0,4,0.814419405274873,1;1;1;0
0.5,4,4,True,True,True,False,0,4,0.818774674303683,1;1;1;1
0.5,4,5,True,True,True,False,0,4,0.8206072606409065,2;1;1;1
0.5,4,6,True,True,True,False,0,4,0.8224031550630297,2;2;1;1
0.5,4,7,True,True,True,False,0,4,0.8241634486120949,2;2;2;1
0.5,4,8,True,True,True,False,0,4,0.8258891894981879,2;2;2;2
0.5,4,9,True,True,True,False,0,4,0.8264734889030185,3;2;2;2
0.5,4,10,True,True,True,False,0,4,0.8270538797176813,3;3;2;2
0.5,4,11,True,True,True,False,0,4,0.8276304010303995,3;3;3;2
0.5,4,12,True,True,True,False,0,4,0.8282030914099213,3;3;3;3
0.5,4,13,True,True,True,False,0,4,0.8281939818799388,4;3;3;3
0.5,4,14,True,True,True,False,0,4,0.8281848713838394,4;4;3;3
0.5,4,15,True,True,True,False,0,4,0.8281757599214696,4;4;4;3
0.5,4,16,True,True,True,False,0,4,0.8281666474926757,4;4;4;4
0.5,4,17,True,True,True,False,0,4,0.8278469951476259,5;4;4;4
0.5,4,18,True,True,True,False,0,4,0.8275261513219935,5;5;4;4
0.5,4,19,True,True,True,False,0,4,0.8272041093416055,5;5;5;4
0.5,4,20,True,True,True,False,0,4,0.8268808624823479,5;5;5;5
0.5,4,21,True,True,True,False,0,4,0.8263940099261338,6;5;5;5
0.5,4,22,True,True,True,False,0,4,0.8259044113550412,6;6;5;5
0.5,4,23,True,True,True,False,0,4,0.8254120434706708,6;6;6;5
0.5,4,24,True,True,True,False,0,4,0.8249168827103098,6;6;6;6
0.5,4,25,True,True,True,False,0,4,0.8243435423499079,7;6;6;6
0.5,4,26,True,True,True,False,0,4,0.8237664346456397,7;7;6;6
0.5,4,27,True,True,True,False,0,4,0.8231855223430288,7;7;7;6
0.5,4,28,True,True,True,False,0,4,0.8226007676947719,7;7;7;7
0.5,4,29,True,True,True,False,0,4,0.8219896779056484,8;7;7;7
0.5,4,30,True,True,True,False,0,4,0.8213743635036628,8;8;7;7
0.5,4,31,True,True,True,False,0,4,0.8207547805281901,8;8;8;7
0.5,4,32,True,True,True,False,0,4,0.820130884406553,8;8;8;8
0.5,4,33,True,True,True,False,0,4,0.819512776353356,9;8;8;8
0.5,4,34,True,True,True,False,0,4,0.8188904054782014,9;9;8;8
0.5,4,35,True,True,True,False,0,4,0.8182637275302611,9;9;9;8
0.5,4,36,True,True,True,False,0,4,0.817632697644111,9;9;9;9
0.5,4,37,True,True,True,False,0,4,0.8170273518432942,10;9;9;9
0.5,4,38,True,True,True,False,0,4,0.816417973916663,10;10;9;9
0.5,4,39,True,True,True,False,0,4,0.8158045234434383,10;10;10;9
0.5,4,40,True,True,True,False,0,4,0.8151869594607563,10;10;10;10
0.5,4,41,True,True,True,False,0,4,0.8146070892093012,11;10;10;10
0.5,4,42,True,True,True,False,0,4,0.8140235686976027,11;11;10;10
0.5,4,43,True,True,True,False,0,4,0.8134363633494676,11;11;11;10
0.5,4,44,True,True,True,False,0,4,0.8128454381506334,11;11;11;11
0.5,4,45,True,True,True,False,0,4,0.8122989900225368,12;11;11;11
0.5,4,46,True,True,True,False,0,4,0.8117493415453158,12;12;11;11
0.5,4,47,True,True,True,False,0,4,0.811196464521467,12;12;12;11
0.5,4,48,True,True,True,False,0,4,0.8106403304212568,12;12;12;12
0.5,5,0,True,True,True,False,0,5,0.8333333333333334,0;0;0;0;0
0.5,5,1,True,True,True,False,0,5,0.836854506371218,1;0;0;0;0
0.5,5,2,True,True,True,False,0,5,0.8402299738218616,1;1;0;0;0
0.5,5,3,True,True,True,False,0,5,0.8434685962718939,1;1;1;0;0
0.5,5,4,True,True,True,False,0,5,0.8465785301466618,1;1;1;1;0
0.5,5,5,True,True,True,False,0,5,0.849567296298199,1;1;1;1;1
0.5,5,6,True,True,True,False,0,5,0.8508322016631542,2;1;1;1;1
0.5,5,7,True,True,True,False,0,5,0.852076012620727,2;2;1;1;1
0.5,5,8,True,True,True,False,0,5,0.8532992524840147,2;2;2;1;1
0.5,5,9,True,True,True,False,0,5,0.8545024273981807,2;2;2;2;1
0.5,5,10,True,True,True,False,0,5,0.8556860270387462,2;2;2;2;2
0.5,5,11,True,True,True,False,0,5,0.8560876793137979,3;2;2;2;2
0.5,5,12,True,True,True,False,0,5,0.8564871020500588,3;3;2;2;2
0.5,5,13,True,True,True,False,0,5,0.8568843137601281,3;3;3;2;2
0.5,5,14,True,True,True,False,0,5,0.8572793327522154,3;3;3;3;2
0.5,5,15,True,True,True,False,0,5,0.8576721771329541,3;3;3;3;3
0.5,5,16,True,True,True,False,0,5,0.8576659248166254,4;3;3;3;3
0.5,5,17,True,True,True,False,0,5,0.8576596719509568,4;4;3;3;3
0.5,5,18,True,True,True,False,0,5,0.857653418535876,4;4;4;3;3
0.5,5,19,True,True,True,False,0,5,0.8576471645713103,4;4;4;4;3
0.5,5,20,True,True,True,False,0,5,0.8576409100571876,4;4;4;4;4
0.5,5,21,True,True,True,False,0,5,0.8574215816828635,5;4;4;4;4
0.5,5,22,True,True,True,False,0,5,0.8572015764404309,5;5;4;4;4
0.5,5,23,True,True,True,False,0,5,0.8569808911917288,5;5;5;4;4
0.5,5,24,True,True,True,False,0,5,0.8567595227791672,5;5;5;5;4
0.5,5,25,True,True,True,False,0,5,0.8565374680255762,5;5;5;5;5
0.5,5,26,True,True,True,False,0,5,0.8562032921430999,6;5;5;5;5
0.5,5,27,True,True,True,False,0,5,0.8558675557938722,6;6;5;5;5
0.5,5,28,True,True,True,False,0,5,0.8555302480221871,6;6;6;5;5
0.5,5,29,True,True,True,False,0,5,0.8551913577695412,6;6;6;6;5
0.5,5,30,True,True,True,False,0,5,0.8548508738734248,6;6;6;6;6
0.5,5,31,True,True,True,False,0,5,0.8544570430132791,7;6;6;6;6
0.5,5,32,True,True,True,False,0,5,0.8540610691883993,7;7;6;6;6
0.5,5,33,True,True,True,False,0,5,0.8536629348601928,7;7;7;6;6
0.5,5,34,True,True,True,False,0,5,0.8532626222981561,7;7;7;7;6
0.5,5,35,True,True,True,False,0,5,0.8528601135772423,7;7;7;7;7
0.5,5,36,True,True,True,False,0,5,0.8524399607566121,8;7;7;7;7
0.5,5,37,True,True,True,False,0,5,0.8520174016012872,8;8;7;7;7
0.5,5,38,True,True,True,False,0,5,0.8515924153792538,8;8;8;7;7
0.5,5,39,True,True,True,False,0,5,0.8511649811196539,8;8;8;8;7
0.5,5,40,True,True,True,False,0,5,0.8507350776093358,8;8;8;8;8
0.5,5,41,True,True,True,False,0,5,0.8503096625444235,9;8;8;8;8
0.5,5,42,True,True,True,False,0,5,0.8498818156254867,9;9;8;8;8
0.5,5,43,True,True,True,False,0,5,0.8494515159404814,9;9;9;8;8
0.5,5,44,True,True,True,False,0,5,0.8490187423369049,9;9;9;9;8
0.5,5,45,True,True,True,False,0,5,0.8485834734183292,9;9;9;9;9
0.5,5,46,True,True,True,False,0,5,0.8481664009207264,10;9;9;9;9
0.5,5,47,True,True,True,False,0,5,0.847747024448327,10;10;9;9;9
0.5,5,48,True,True,True,False,0,5,0.8473253248569684,10;10;10;9;9
0.5,6,0,True,True,True,False,0,6,0.8571428571428571,0;0;0;0;0;0
0.5,6,1,True,True,True,False,0,6,0.8597376729545668,1;0;0;0;0;0
0.5,6,2,True,True,True,False,0,6,0.8622399074197162,1;1;0;0;0;0
0.5,6,3,True,True,True,False,0,6,0.8646544285580803,1;1;1;0;0;0
0.5,6,4,True,True,True,False,0,6,0.8669857689810072,1;1;1;1;0;0
0.5,6,5,True,True,True,False,0,6,0.8692381542894716,1;1;1;1;1;0
0.5,6,6,True,True,True,False,0,6,0.8714155286349131,1;1;1;1;1;1
0.5,6,7,True,True,True,False,0,6,0.8723408258352545,2;1;1;1;1;1
0.5,6,8,True,True,True,False,0,6,0.8732529012544369,2;2;1;1;1;1
0.5,6,9,True,True,True,False,0,6,0.8741520362756227,2;2;2;1;1;1
0.5,6,10,True,True,True,False,0,6,0.8750385043537663,2;2;2;2;1;1
0.5,6,11,True,True,True,False,0,6,0.8759125712928921,2;2;2;2;2;1
0.5,6,12,True,True,True,False,0,6,0.8767744955118143,2;2;2;2;2;2
0.5,6,13,True,True,True,False,0,6,0.8770674575444817,3;2;2;2;2;2
0.5,6,14,True,True,True,False,0,6,0.8773590298780214,3;3;2;2;2;2
0.5,6,15,True,True,True,False,0,6,0.8776492223773326,3;3;3;2;2;2
0.5,6,16,True,True,True,False,0,6,0.8779380448141653,3;3;3;3;2;2
0.5,6,17,True,True,True,False,0,6,0.8782255068682187,3;3;3;3;3;2
0.5,6,18,True,True,True,False,0,6,0.8785116181282199,3;3;3;3;3;3
0.5,6,19,True,True,True,False,0,6,0.8785070627123327,4;3;3;3;3;3
0.5,6,20,True,True,True,False,0,6,0.8785025069548064,4;4;3;3;3;3
0.5,6,21,True,True,True,False,0,6,0.8784979508556023,4;4;4;3;3;3
0.5,6,22,True,True,True,False,0,6,0.8784933944146824,4;4;4;4;3;3
0.5,6,23,True,True,True,False,0,6,0.8784888376320081,4;4;4;4;4;3
0.5,6,24,True,True,True,False,0,6,0.8784842805075408,4;4;4;4;4;4
0.5,6,25,True,True,True,False,0,6,0.8783245119244447,5;4;4;4;4;4
0.5,6,26,True,True,True,False,0,6,0.8781643226615229,5;5;4;4;4;4
0.5,6,27,True,True,True,False,0,6,0.8780037110550738,5;5;5;4;4;4
0.5,6,28,True,True,True,False,0,6,0.8778426754326119,5;5;5;5;4;4
0.5,6,29,True,True,True,False,0,6,0.8776812141128084,5;5;5;5;5;4
0.5,6,30,True,True,True,False,0,6,0.8775193254054348,5;5;5;5;5;5
0.5,6,31,True,True,True,False,0,6,0.877275833049706,6;5;5;5;5;5
0.5,6,32,True,True,True,False,0,6,0.8770313706368108,6;6;5;5;5;5
0.5,6,33,True,True,True,False,0,6,0.8767859323582154,6;6;6;5;5;5
0.5,6,34,True,True,True,False,0,6,0.876539512358919,6;6;6;6;5;5
0.5,6,35,True,True,True,False,0,6,0.876292104736988,6;6;6;6;6;5
0.5,6,36,True,True,True,False,0,6,0.876043703543086,6;6;6;6;6;6
0.5,6,37,True,True,True,False,0,6,0.8757565950357954,7;6;6;6;6;6
0.5,6,38,True,True,True,False,0,6,0.8754681534350099,7;7;6;6;6;6
0.5,6,39,True,True,True,False,0,6,0.8751783694344563,7;7;7;6;6;6
0.5,6,40,True,True,True,False,0,6,0.8748872336410356,7;7;7;7;6;6
0.5,6,41,True,True,True,False,0,6,0.8745947365738101,7;7;7;7;7;6
0.5,6,42,True,True,True,False,0,6,0.8743008686629737,7;7;7;7;7;7
0.5,6,43,True,True,True,False,0,6,0.8739943687640108,8;7;7;7;7;7
0.5,6,44,True,True,True,False,0,6,0.8736863704964917,8;8;7;7;7;7
0.5,6,45,True,True,True,False,0,6,0.8733768628460105,8;8;8;7;7;7
0.5,6,46,True,True,True,False,0,6,0.8730658346899409,8;8;8;8;7;7
0.5,6,47,True,True,True,False,0,6,0.8727532747961048,8;8;8;8;8;7
0.5,6,48,True,True,True,False,0,6,0.872439171821419,8;8;8;8;8;8
0.9,1,0,True,True,True,False,0,1,0.5,0
0.9,1,1,True,True,True,False,0,1,0.45861771423232084,1
0.9,1,2,True,True,True,False,0,1,0.42567254947339034,2
0.9,1,3,True,True,True,False,0,1,0.3986277811395141,3
0.9,1,4,True,True,True,False,0,1,0.3759551775892021,4
0.9,1,5,True,True,True,False,0,1,0.3566649346748897,5
0.9,1,6,True,True,True,False,0,1,0.34007699564752936,6
0.9,1,7,True,True,True,False,0,1,0.32570078001153424,7
0.9,1,8,False,False,False,False,1,0,0.0,8
0.9,1,9,False,False,False,False,1,0,0.0,9
0.9,1,10,False,False,False,False,1,0,0.0,10
0.9,1,11,False,False,False,False,1,0,0.0,11
0.9,1,12,False,False,False,False,1,0,0.0,12
0.9,1,13,False,False,False,False,1,0,0.0,13
0.9,1,14,False,False,False,False,1,0,0.0,14
0.9,1,15,False,False,False,False,1,0,0.0,15
0.9,1,16,False,False,False,False,1,0,0.0,16
0.9,1,17,False,False,False,False,1,0,0.0,17
0.9,1,18,False,False,False,False,1,0,0.0,18
0.9,1,19,False,False,False,False,1,0,0.0,19
0.9,1,20,False,False,False,False,1,0,0.0,20
0.9,1,21,False,False,False,False,1,0,0.0,21
0.9,1,22,False,False,False,False,1,0,0.0,22
0.9,1,23,False,False,False,False,1,0,0.0,23
0.9,1,24,False,False,False,False,1,0,0.0,24
0.9,1,25,False,False,False,False,1,0,0.0,25
0.9,1,26,False,False,False,False,1,0,0.0,26
0.9,1,27,False,False,False,False,1,0,0.0,27
0.9,1,28,False,False,False,False,1,0,0.0,28
0.9,1,29,False,False,False,False,1,0,0.0,29
0.9,1,30,False,False,False,False,1,0,0.0,30
0.9,1,31,False,False,False,False,1,0,0.0,31
0.9,1,32,False,False,False,False,1,0,0.0,32
0.9,1,33,False,False,False,False,1,0,0.0,33
0.9,1,34,False,False,False,False,1,0,0.0,34
0.9,1,35,False,False,False,False,1,0,0.0,35
0.9,1,36,False,False,False,False,1,0,0.0,36
0.9,1,37,False,False,False,False,1,0,0.0,37
0.9,1,38,False,False,False,False,1,0,0.0,38
0.9,1,39,False,False,False,False,1,0,0.0,39
0.9,1,40,False,False,False,False,1,0,0.0,40
0.9,1,41,False,False,False,False,1,0,0.0,41
0.9,1,42,False,False,False,False,1,0,0.0,42
0.9,1,43,False,False,False,False,1,0,0.0,43
0.9,1,44,False,False,False,False,1,0,0.0,44
0.9,1,45,False,False,False,False,1,0,0.0,45
0.9,1,46,False,False,False,False,1,0,0.0,46
0.9,1,47,False,False,False,False,1,0,0.0,47
0.9,1,48,False,False,False,False,1,0,0.0,48
0.9,2,0,True,True,True,False,0,2,0.6666666666666666,0;0
0.9,2,1,True,True,True,False,0,2,0.648768322585175,1;0
0.9,2,2,True,True,True,False,0,2,0.6288388105497458,1;1
0.9,2,3,True,True,True,False,0,2,0.6136446192154564,2;1
0.9,2,4,True,True,True,False,0,2,0.5971533219610964,2;2
0.9,2,5,True,True,True,False,0,2,0.5840319236718718,3;2
0.9,2,6,True,True,True,False,0,2,0.5700269743172658,3;3
0.9,2,7,True,True,True,False,0,2,0.5585598291464401,4;3
0.9,2,8,True,False,False,True,0,2,0.5464642798145642,4;4
0.9,2,9,True,False,False,True,0,2,0.536360672621854,5;4
0.9,2,10,True,False,False,True,0,2,0.5257966437532502,5;5
0.9,2,11,True,False,False,True,0,2,0.5168447847274825,6;5
0.9,2,12,True,False,False,True,0,2,0.507548441995608,6;6
0.9,2,13,True,False,False,True,0,2,0.4995870183066454,7;6
0.9,2,14,True,False,False,True,0,2,0.49136394112810355,7;7
0.9,2,15,True,False,False,True,1,1,0.32570078001153424,8;7
0.9,2,16,False,False,False,False,2,0,0.0,8;8
0.9,2,17,False,False,False,False,2,0,0.0,9;8
0.9,2,18,False,False,False,False,2,0,0.0,9;9
0.9,2,19,False,False,False,False,2,0,0.0,10;9
0.9,2,20,False,False,False,False,2,0,0.0,10;10
0.9,2,21,False,False,False,False,2,0,0.0,11;10
0.9,2,22,False,False,False,False,2,0,0.0,11;11
0.9,2,23,False,False,False,False,2,0,0.0,12;11
0.9,2,24,False,False,False,False,2,0,0.0,12;12
0.9,2,25,False,False,False,False,2,0,0.0,13;12
0.9,2,26,False,False,False,False,2,0,0.0,13;13
0.9,2,27,False,False,False,False,2,0,0.0,14;13
0.9,2,28,False,False,False,False,2,0,0.0,14;14
0.9,2,29,False,False,False,False,2,0,0.0,15;14
0.9,2,30,False,False,False,False,2,0,0.0,15;15
0.9,2,31,False,False,False,False,2,0,0.0,16;15
0.9,2,32,False,False,False,False,2,0,0.0,16;16
0.9,2,33,False,False,False,False,2,0,0.0,17;16
0.9,2,34,False,False,False,False,2,0,0.0,17;17
0.9,2,35,False,False,False,False,2,0,0.0,18;17
0.9,2,36,False,False,False,False,2,0,0.0,18;18
0.9,2,37,False,False,False,False,2,0,0.0,19;18
0.9,2,38,False,False,False,False,2,0,0.0,19;19
0.9,2,39,False,False,False,False,2,0,0.0,20;19
0.9,2,40,False,False,False,False,2,0,0.0,20;20
0.9,2,41,False,False,False,False,2,0,0.0,21;20
0.9,2,42,False,False,False,False,2,0,0.0,21;21
0.9,2,43,False,False,False,False,2,0,0.0,22;21
0.9,2,44,False,False,False,False,2,0,0.0,22;22
0.9,2,45,False,False,False,False,2,0,0.0,23;22
0.9,2,46,False,False,False,False,2,0,0.0,23;23
0.9,2,47,False,False,False,False,2,0,0.0,24;23
0.9,2,48,False,False,False,False,2,0,0.0,24;24
0.9,3,0,True,True,True,False,0,3,0.75,0;0;0
0.9,3,1,True,True,True,False,0,3,0.7400655392517136,1;0;0
0.9,3,2,True,True,True,False,0,3,0.7293088571161604,1;1;0
0.9,3,3,True,True,True,False,0,3,0.717623470894637,1;1;1
0.9,3,4,True,True,True,False,0,3,0.7089142850765318,2;1;1
0.9,3,5,True,True,True,False,0,3,0.699650777235907,2;2;1
0.9,3,6,True,True,True,False,0,3,0.6897782856079392,2;2;2
0.9,3,7,True,True,True,False,0,3,0.682054955751687,3;2;2
0.9,3,8,True,False,False,True,0,3,0.6739372447871851,3;3;2
0.9,3,9,True,False,False,True,0,3,0.6653941534625661,3;3;3
0.9,3,10,True,False,False,True,0,3,0.6584905068242588,4;3;3
0.9,3,11,True,False,False,True,0,3,0.6512959842814181,4;4;3
0.9,3,12,True,False,False,True,0,3,0.6437918067176166,4;4;4
0.9,3,13,True,False,False,True,0,3,0.637588975065971,5;4;4
0.9,3,14,True,False,False,True,0,3,0.631166288950843,5;5;4
0.9,3,15,True,False,False,True,0,3,0.6245118486323592,5;5;5
0.9,3,16,True,False,False,True,0,3,0.6189210593280464,6;5;5
0.9,3,17,True,False,False,True,0,3,0.6131612667906698,6;6;5
0.9,3,18,True,False,False,True,0,3,0.6072246902536573,6;6;6
0.9,3,19,True,False,False,True,0,3,0.6021765288092008,7;6;6
0.9,3,20,True,False,False,True,0,3,0.5969969144392481,7;7;6
0.9,3,21,True,False,False,True,0,3,0.591680644906835,7;7;7
0.9,3,22,True,False,False,True,1,2,0.49136394112810355,8;7;7
0.9,3,23,True,False,False,True,2,1,0.32570078001153424,8;8;7
0.9,3,24,False,False,False,False,3,0,0.0,8;8;8
0.9,3,25,False,False,False,False,3,0,0.0,9;8;8
0.9,3,26,False,False,False,False,3,0,0.0,9;9;8
0.9,3,27,False,False,False,False,3,0,0.0,9;9;9
0.9,3,28,False,False,False,False,3,0,0.0,10;9;9
0.9,3,29,False,False,False,False,3,0,0.0,10;10;9
0.9,3,30,False,False,False,False,3,0,0.0,10;10;10
0.9,3,31,False,False,False,False,3,0,0.0,11;10;10
0.9,3,32,False,False,False,False,3,0,0.0,11;11;10
0.9,3,33,False,False,False,False,3,0,0.0,11;11;11
0.9,3,34,False,False,False,False,3,0,0.0,12;11;11
0.9,3,35,False,False,False,False,3,0,0.0,12;12;11
0.9,3,36,False,False,False,False,3,0,0.0,12;12;12
0.9,3,37,False,False,False,False,3,0,0.0,13;12;12
0.9,3,38,False,False,False,False,3,0,0.0,13;13;12
0.9,3,39,False,False,False,False,3,0,0.0,13;13;13
0.9,3,40,False,False,False,False,3,0,0.0,14;13;13
0.9,3,41,False,False,False,False,3,0,0.0,14;14;13
0.9,3,42,False,False,False,False,3,0,0.0,14;14;14
0.9,3,43,False,False,False,False,3,0,0.0,15;14;14
0.9,3,44,False,False,False,False,3,0,0.0,15;15;14
0.9,3,45,False,False,False,False,3,0,0.0,15;15;15
0.9,3,46,False,False,False,False,3,0,0.0,16;15;15
0.9,3,47,False,False,False,False,3,0,0.0,16;16;15
0.9,3,48,False,False,False,False,3,0,0.0,16;16;16
0.9,4,0,True,True,True,False,0,4,0.8,0;0;0;0
0.9,4,1,True,True,True,False,0,4,0.7936920777657681,1;0;0;0
0.9,4,2,True,True,True,False,0,4,0.7869732984291488,1;1;0;0
0.9,4,3,True,True,True,False,0,4,0.7798021698803547,1;1;1;0
0.9,4,4,True,True,True,False,0,4,0.7721314183783572,1;1;1;1
0.9,4,5,True,True,True,False,0,4,0.7664935970139695,2;1;1;1
0.9,4,6,True,True,True,False,0,4,0.7605697213724872,2;2;1;1
0.9,4,7,True,True,True,False,0,4,0.7543374538432339,2;2;2;1
0.9,4,8,True,False,False,True,0,4,0.7477720689055324,2;2;2;2
0.9,4,9,True,False,False,True,0,4,0.7426901238745467,3;2;2;2
0.9,4,10,True,False,False,True,0,4,0.7373991836200551,3;3;2;2
0.9,4,11,True,False,False,True,0,4,0.7318860850687684,3;3;3;2
0.9,4,12,True,False,False,True,0,4,0.7261365360491909,3;3;3;3
0.9,4,13,True,False,False,True,0,4,0.7215291340038348,4;3;3;3
0.9,4,14,True,False,False,True,0,4,0.7167640519162367,4;4;3;3
0.9,4,15,True,False,False,True,0,4,0.7118330543921632,4;4;4;3
0.9,4,16,True,False,False,True,0,4,0.706727322379655,4;4;4;4
0.9,4,17,True,False,False,True,0,4,0.7025356119491073,5;4;4;4
0.9,4,18,True,False,False,True,0,4,0.6982223408602819,5;5;4;4
0.9,4,19,True,False,False,True,0,4,0.6937821433747332,5;5;5;4
0.9,4,20,True,False,False,True,0,4,0.6892093332436001,5;5;5;5
0.9,4,21,True,False,False,True,0,4,0.6853889771787388,6;5;5;5
0.9,4,22,True,False,False,True,0,4,0.6814735296997962,6;6;5;5
0.9,4,23,True,False,False,True,0,4,0.6774593957239927,6;6;6;5
0.9,4,24,True,False,False,True,0,4,0.673342796631787,6;6;6;6
0.9,4,25,True,False,False,True,0,4,0.6698586954736662,7;6;6;6
0.9,4,26,True,False,False,True,0,4,0.6662994707313299,7;7;6;6
0.9,4,27,True,False,False,True,0,4,0.6626626662223705,7;7;7;6
0.9,4,28,True,False,False,True,0,4,0.6589457175106755,7;7;7;7
0.9,4,29,True,False,False,True,1,3,0.591680644906835,8;7;7;7
0.9,4,30,True,False,False,True,2,2,0.49136394112810355,8;8;7;7
0.9,4,31,True,False,False,True,3,1,0.32570078001153424,8;8;8;7
0.9,4,32,False,False,False,False,4,0,0.0,8;8;8;8
0.9,4,33,False,False,False,False,4,0,0.0,9;8;8;8
0.9,4,34,False,False,False,False,4,0,0.0,9;9;8;8
0.9,4,35,False,False,False,False,4,0,0.0,9;9;9;8
0.9,4,36,False,False,False,False,4,0,0.0,9;9;9;9
0.9,4,37,False,False,False,False,4,0,0.0,10;9;9;9
0.9,4,38,False,False,False,False,4,0,0.0,10;10;9;9
0.9,4,39,False,False,False,False,4,0,0.0,10;10;10;9
0.9,4,40,False,False,False,False,4,0,0.0,10;10;10;10
0.9,4,41,False,False,False,False,4,0,0.0,11;10;10;10
0.9,4,42,False,False,False,False,4,0,0.0,11;11;10;10
0.9,4,43,False,False,False,False,4,0,0.0,11;11;11;10
0.9,4,44,False,False,False,False,4,0,0.0,11;11;11;11
0.9,4,45,False,False,False,False,4,0,0.0,12;11;11;11
0.9,4,46,False,False,False,False,4,0,0.0,12;12;11;11
0.9,4,47,False,False,False,False,4,0,0.0,12;12;12;11
0.9,4,48,False,False,False,False,4,0,0.0,12;12;12;12
0.9,5,0,True,True,True,False,0,5,0.8333333333333334,0;0;0;0;0
0.9,5,1,True,True,True,False,0,5,0.8289757379259153,1;0;0;0;0
0.9,5,2,True,True,True,False,0,5,0.8243841612925875,1;1;0;0;0
0.9,5,3,True,True,True,False,0,5,0.8195392380774403,1;1;1;0;0
0.9,5,4,True,True,True,False,0,5,0.814419405274873,1;1;1;1;0
0.9,5,5,True,True,True,False,0,5,0.8090005813804048,1;1;1;1;1
0.9,5,6,True,True,True,False,0,5,0.8050553596833449,2;1;1;1;1
0.9,5,7,True,True,True,False,0,5,0.8009437180449521,2;2;1;1;1
0.9,5,8,True,False,False,True,0,5,0.7966548995337999,2;2;2;1;1
0.9,5,9,True,False,False,True,0,5,0.7921771997393332,2;2;2;2;1
0.9,5,10,True,False,False,True,0,5,0.787497860104635,2;2;2;2;2
0.9,5,11,True,False,False,True,0,5,0.7839020707452465,3;2;2;2;2
0.9,5,12,True,False,False,True,0,5,0.780182496722693,3;3;2;2;2
0.9,5,13,True,False,False,True,0,5,0.7763326341790318,3;3;3;2;2
0.9,5,14,True,False,False,True,0,5,0.7723455155024168,3;3;3;3;2
